Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,Embedded_text_1,links,links_title,conteo_links,hashtags,conteo_hashtags,menciones,conteo_menciones,emojis,conteo_emojis,RT,conteo_RT,sentiment,sentiment_score
1082,Karla Arcila,@karlaarcila,2021-12-16T14:06:56.000Z,"Karla Arcila
@Karlaarcila
·
16 dic.","En respuesta a 
@LilyMontesR
 y 
@Davivienda
Me tienen fregada, solo efectivo y tarjetas de crédito, que si funcionan perfectamente. Asesores contestan ""vamos a elevar al área encargada"" y nada pasa, nada hacen. Bancolombia SI funciona perfectamente, ayer un amigo pagó sin problema en un restaurante. ¡Fatal! 
@Davivienda
1
1",,1.0,,1,[],https://twitter.com/Karlaarcila/status/1471481976628649985,"En respuesta a  @LilyMontesR y  @Davivienda Me tienen fregada, solo efectivo y tarjetas de crédito, que si funcionan perfectamente. Asesores contestan ""vamos a elevar al área encargada"" y nada pasa, nada hacen. Bancolombia SI funciona perfectamente, ayer un amigo pagó sin problema en un restaurante. ¡Fatal!  @Davivienda  ",[],,0,[],0,"['@lilymontesr', '@davivienda', '@davivienda']",3,[],0,[],0,1 star,0.8751242756843567
1083,G A T O - N E A,@soycaste,2021-12-16T15:31:52.000Z,"G A T O - N E A
@SoyCaste
·
16 dic.","Respondiendo a 
@johangon_19
 @carlos60285427
 y 2 más
Nooo y Davivienda con tantos problemas de seguridad, meter el dinero ahí es exponerse muchísimo a que se lo roben. Bancolombia cobra por todo y no sirve y Davivienda no tiene seguridad. Dos de los tres monopolios bancarios de Colombia no sirven, estamos jodidos
1
1",,1.0,,1,[],https://twitter.com/SoyCaste/status/1471503351430856709,"Respondiendo a  @johangon_19 @carlos60285427 y 2 más Nooo y Davivienda con tantos problemas de seguridad, meter el dinero ahí es exponerse muchísimo a que se lo roben. Bancolombia cobra por todo y no sirve y Davivienda no tiene seguridad. Dos de los tres monopolios bancarios de Colombia no sirven, estamos jodidos  ",[],,0,[],0,"['@johangon_19', '@carlos60285427']",2,[],0,[],0,1 star,0.8890214562416077
1084,Lau,@soygelatina,2021-12-16T17:07:27.000Z,"Lau
@Soygelatina
·
16 dic.","En respuesta a 
@Negriet
 y 
@Davivienda
A un abogado y demandarlos.
1",🐣,,,1,[],https://twitter.com/Soygelatina/status/1471527403377856515,En respuesta a  @Negriet y  @Davivienda A un abogado y demandarlos. ,[],,0,[],0,"['@negriet', '@davivienda']",2,[],0,[],0,1 star,0.29699209332466125
1085,Mercado Libre Ayuda,@ml_ayuda,2021-12-16T03:49:41.000Z,"Mercado Libre Ayuda
@ML_Ayuda
·
15 dic.","Respondiendo a 
@G__________B
 @ML_Colombia
 y 2 más
Buenas noches, para verificar lo sucedido, te pedimos que nos respondas indicando el apodo de tu cuenta.

Podrás verlo desde: Mi cuenta > Mis datos > Usuario.

Además, sería de mucha ayuda que nos indiques un número de operación asociado a tu cuenta.
1",,1.0,,,[],https://twitter.com/ML_Ayuda/status/1471326641729191936,"Respondiendo a  @G__________B @ML_Colombia y 2 más Buenas noches, para verificar lo sucedido, te pedimos que nos respondas indicando el apodo de tu cuenta.  Podrás verlo desde: Mi cuenta > Mis datos > Usuario.  Además, sería de mucha ayuda que nos indiques un número de operación asociado a tu cuenta. ",[],,0,[],0,"['@g__________b', '@ml_colombia']",2,[],0,[],0,1 star,0.34560251235961914
1086,Forex,@oscatorex,2021-12-16T18:24:08.000Z,"Forex
@oscatorex
·
16 dic.","Respondiendo a 
@oscatorex
 @Marianiniecheve
 y 3 más
...una declaración de asegurabilidad, no la leen al asegurado, y por ende no tienen idea de la consensualidad del seguro. A ellos (los asesores bancarios) les parece que son panes los que están vendiendo, para cumplir una meta que les pone a la banco, y lo peor es que al ....
1",,1.0,,,[],https://twitter.com/oscatorex/status/1471546701685084162,"Respondiendo a  @oscatorex @Marianiniecheve y 3 más ...una declaración de asegurabilidad, no la leen al asegurado, y por ende no tienen idea de la consensualidad del seguro. A ellos (los asesores bancarios) les parece que son panes los que están vendiendo, para cumplir una meta que les pone a la banco, y lo peor es que al .... ",[],,0,[],0,"['@oscatorex', '@marianiniecheve']",2,[],0,[],0,1 star,0.7193482518196106
1087,Forex,@oscatorex,2021-12-16T18:19:19.000Z,"Forex
@oscatorex
·
16 dic.","Respondiendo a 
@oscatorex
 @Marianiniecheve
 y 3 más
...la superfinanciera. Acá es donde se vienen relacionando las dos causas. Los corredores hacen alianzas con los bancos para colocación de seguros, y la venta la hacen asesores bancarios que no tienen idoneidad para la venta de seguros, no tienen idea de que es...
1",,1.0,,,[],https://twitter.com/oscatorex/status/1471545490479136773,"Respondiendo a  @oscatorex @Marianiniecheve y 3 más ...la superfinanciera. Acá es donde se vienen relacionando las dos causas. Los corredores hacen alianzas con los bancos para colocación de seguros, y la venta la hacen asesores bancarios que no tienen idoneidad para la venta de seguros, no tienen idea de que es... ",[],,0,[],0,"['@oscatorex', '@marianiniecheve']",2,[],0,[],0,1 star,0.23175065219402313
1088,Forex,@oscatorex,2021-12-16T18:13:33.000Z,"Forex
@oscatorex
·
16 dic.","Respondiendo a 
@oscatorex
 @Marianiniecheve
 y 3 más
... idoneidad de los asesores de seguros, en ella se les exige una capacidad técnica y profesional, tanto para el asesor de seguros, como para sus colaboradores. Pero esta circular no incluye a los corredores de seguros, los cuales son supuestamente vigilados directamente por...
1",,1.0,,,[],https://twitter.com/oscatorex/status/1471544038205571077,"Respondiendo a  @oscatorex @Marianiniecheve y 3 más ... idoneidad de los asesores de seguros, en ella se les exige una capacidad técnica y profesional, tanto para el asesor de seguros, como para sus colaboradores. Pero esta circular no incluye a los corredores de seguros, los cuales son supuestamente vigilados directamente por... ",[],,0,[],0,"['@oscatorex', '@marianiniecheve']",2,[],0,[],0,2 stars,0.3455391526222229
1089,Forex,@oscatorex,2021-12-16T18:27:27.000Z,"Forex
@oscatorex
·
16 dic.","Respondiendo a 
@oscatorex
 @Marianiniecheve
 y 3 más
...corredor ni le interesa como se están colocando esos seguros. Esa práctica además de volverse anti-comercial (por todas las trampas que utilizan para hacer firmar la solicitud), se vuelve anti-etica con los demás integrantes del gremio (asesores de seguros) los cuales...
1",,1.0,,,[],https://twitter.com/oscatorex/status/1471547534896254982,"Respondiendo a  @oscatorex @Marianiniecheve y 3 más ...corredor ni le interesa como se están colocando esos seguros. Esa práctica además de volverse anti-comercial (por todas las trampas que utilizan para hacer firmar la solicitud), se vuelve anti-etica con los demás integrantes del gremio (asesores de seguros) los cuales... ",[],,0,[],0,"['@oscatorex', '@marianiniecheve']",2,[],0,[],0,1 star,0.7229714393615723
1090,Davivienda Escucha,@daviescucha,2021-12-16T13:48:10.000Z,"Davivienda Escucha
@DaviEscucha
·
16 dic.","En respuesta a 
@totogomez25
Por favor envíenos por mensaje interno sus datos y los detalles de su caso, con gusto lo resolveremos. Quedamos atentos a su mensaje. Saludos.",,,,,[],https://twitter.com/DaviEscucha/status/1471477251006877697,"En respuesta a  @totogomez25 Por favor envíenos por mensaje interno sus datos y los detalles de su caso, con gusto lo resolveremos. Quedamos atentos a su mensaje. Saludos.",[],,0,[],0,['@totogomez25'],1,[],0,[],0,4 stars,0.41881832480430603
1091,Lily Montes R.,@lilymontesr,2021-12-16T11:28:59.000Z,"Lily Montes R.
@LilyMontesR
·
16 dic.","En respuesta a 
@Karlaarcila
 y 
@Davivienda
Buen dato. Y preocupa el servicio porque se supone que es una banca internacional.
1
1",,1.0,,1,[],https://twitter.com/LilyMontesR/status/1471442226253287429,En respuesta a  @Karlaarcila y  @Davivienda Buen dato. Y preocupa el servicio porque se supone que es una banca internacional.  ,[],,0,[],0,"['@karlaarcila', '@davivienda']",2,[],0,[],0,3 stars,0.3696010410785675
1092,falavi2005,@falavi2005,2021-12-16T02:25:50.000Z,"falavi2005
@falavi2005
·
15 dic.","Respondiendo a 
@oscarvillani
 @bienes_cali
 y 9 más
A mi paso por 
@TelepacificoTV
 desde el área de Producción ayudábamos a conservar ese hermoso parquecito coronado por la ceiba ""bonsay"" que parece una mano abierta y solidaria. Los vecinos Gane, Davivienda y el Canal lo podrían apadrinar... Al menos ayudar a mantenerlo limpio
1
1",,1.0,,1,[],https://twitter.com/falavi2005/status/1471305536511565830,"Respondiendo a  @oscarvillani @bienes_cali y 9 más A mi paso por  @TelepacificoTV desde el área de Producción ayudábamos a conservar ese hermoso parquecito coronado por la ceiba ""bonsay"" que parece una mano abierta y solidaria. Los vecinos Gane, Davivienda y el Canal lo podrían apadrinar... Al menos ayudar a mantenerlo limpio  ",[],,0,[],0,"['@oscarvillani', '@bienes_cali', '@telepacificotv']",3,[],0,[],0,5 stars,0.6606774926185608
1093,Davivienda Corredores,@davicorredores,2021-12-16T20:34:11.000Z,"Davivienda Corredores
@davicorredores
·
16 dic.",Es importante saber que somos susceptibles a ser manipulados por cómo se nos presenten las opciones y en ocasiones vale la pena cambiar la narrativa para ver de manera diferente los resultados. ¿En qué otras situaciones la narrativa ha afectado su decisión?,,,,,[],https://twitter.com/davicorredores/status/1471579431869292544,Es importante saber que somos susceptibles a ser manipulados por cómo se nos presenten las opciones y en ocasiones vale la pena cambiar la narrativa para ver de manera diferente los resultados. ¿En qué otras situaciones la narrativa ha afectado su decisión?,[],,0,[],0,[],0,[],0,[],0,3 stars,0.48166441917419434
1094,Banco Davivienda,@davivienda,2021-12-16T16:36:20.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@rubiapsicologa
Buenos días. De antemano, ofrecemos disculpas por las molestias ocasionadas. Sus sugerencias nos permiten mejorar nuestro servicio, hemos remitido su novedad con el área encargada para su validación. Quedamos atentos.
1",,,,1,[],https://twitter.com/Davivienda/status/1471519575472676869,"En respuesta a  @rubiapsicologa Buenos días. De antemano, ofrecemos disculpas por las molestias ocasionadas. Sus sugerencias nos permiten mejorar nuestro servicio, hemos remitido su novedad con el área encargada para su validación. Quedamos atentos. ",[],,0,[],0,['@rubiapsicologa'],1,[],0,[],0,5 stars,0.4689030349254608
1095,Davivienda Escucha,@daviescucha,2021-12-16T13:36:49.000Z,"Davivienda Escucha
@DaviEscucha
·
16 dic.","En respuesta a 
@totogomez25
Bienvenido a nuestro canal de atención, soy Laura y lo ayudaré a resolver su inconveniente. Por favor envíenos por mensaje interno sus datos y los detalles de su caso, con gusto lo resolveremos. 
3",,3.0,,,[],https://twitter.com/DaviEscucha/status/1471474395180797958,"En respuesta a  @totogomez25 Bienvenido a nuestro canal de atención, soy Laura y lo ayudaré a resolver su inconveniente. Por favor envíenos por mensaje interno sus datos y los detalles de su caso, con gusto lo resolveremos.  ",[],,0,[],0,['@totogomez25'],1,[],0,[],0,4 stars,0.47044044733047485
1096,Banco Davivienda,@davivienda,2021-12-16T19:45:15.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@totogomez25
Seguimos atentos a su mensaje privado para poder ayudarle.",,,,,[],https://twitter.com/Davivienda/status/1471567117027659776,En respuesta a  @totogomez25 Seguimos atentos a su mensaje privado para poder ayudarle.,[],,0,[],0,['@totogomez25'],1,[],0,[],0,5 stars,0.37429118156433105
1097,Banco Davivienda,@davivienda,2021-12-16T19:33:52.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@andrew941204
Buenas tardes, Sr. Andrés. Para nosotros es importante mejorar su experiencia con Davivienda por este motivo, le sugerimos nos siga para contactarnos por mensaje privado y conocer su caso en detalle. Quedamos pendientes de su respuesta.",,,,,[],https://twitter.com/Davivienda/status/1471564252884385795,"En respuesta a  @andrew941204 Buenas tardes, Sr. Andrés. Para nosotros es importante mejorar su experiencia con Davivienda por este motivo, le sugerimos nos siga para contactarnos por mensaje privado y conocer su caso en detalle. Quedamos pendientes de su respuesta.",[],,0,[],0,['@andrew941204'],1,[],0,[],0,4 stars,0.35853755474090576
1098,Banco Davivienda,@davivienda,2021-12-16T21:12:26.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@Matiquizaya
Buenas tardes. Trabajamos continuamente para mejorar nuestra atención. Le pedimos detallar la falla que presenta por mensaje privado para que podamos brindarle una mejor experiencia. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1471589057998188546,En respuesta a  @Matiquizaya Buenas tardes. Trabajamos continuamente para mejorar nuestra atención. Le pedimos detallar la falla que presenta por mensaje privado para que podamos brindarle una mejor experiencia. Quedamos atentos.,[],,0,[],0,['@matiquizaya'],1,[],0,[],0,4 stars,0.4893835186958313
1099,Banco Davivienda,@davivienda,2021-12-16T15:28:09.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@Elizabe18211242
Buenos día, Sra. Elizabeth. Para nosotros es muy importante mejorar su experiencia, recuerde que por este medio nos encontramos disponibles para atender su caso, por favor contáctenos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Saludos.
1",,1.0,,,[],https://twitter.com/Davivienda/status/1471502413261459464,"En respuesta a  @Elizabe18211242 Buenos día, Sra. Elizabeth. Para nosotros es muy importante mejorar su experiencia, recuerde que por este medio nos encontramos disponibles para atender su caso, por favor contáctenos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Saludos. ",[],,0,[],0,['@elizabe18211242'],1,[],0,[],0,4 stars,0.4588276445865631
1100,Davivienda Corredores,@davicorredores,2021-12-16T20:34:10.000Z,"Davivienda Corredores
@davicorredores
·
16 dic.","También aplica cuando compramos por internet, viajamos en avión o pedimos domicilios. ¿Cuántas veces cuando el paquete o el domicilio llegan antes de tiempo o  el vuelo aterriza unos minutos antes nos sentimos más satisfechos con el servicio? +
1",,1.0,,,[],https://twitter.com/davicorredores/status/1471579426001403908,"También aplica cuando compramos por internet, viajamos en avión o pedimos domicilios. ¿Cuántas veces cuando el paquete o el domicilio llegan antes de tiempo o  el vuelo aterriza unos minutos antes nos sentimos más satisfechos con el servicio? + ",[],,0,[],0,[],0,[],0,[],0,4 stars,0.31029829382896423
1101,Banco Davivienda,@davivienda,2021-12-16T21:04:15.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@Matiquizaya
Buenas tardes. Lamentamos este tipo de inconvenientes. Por favor escribanos a través de mensaje privado para validar su caso. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1471586997638627330,En respuesta a  @Matiquizaya Buenas tardes. Lamentamos este tipo de inconvenientes. Por favor escribanos a través de mensaje privado para validar su caso. Quedamos atentos.,[],,0,[],0,['@matiquizaya'],1,[],0,[],0,1 star,0.34371790289878845
1102,Banco Davivienda,@davivienda,2021-12-16T18:57:48.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@JohanaM00425654
Buenas tardes, Sra. Johana. Para revisar su caso por favor envíenos su nombre y número de documento, únicamente por mensaje privado. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1471555174862770180,"En respuesta a  @JohanaM00425654 Buenas tardes, Sra. Johana. Para revisar su caso por favor envíenos su nombre y número de documento, únicamente por mensaje privado. Quedamos atentos.",[],,0,[],0,['@johanam00425654'],1,[],0,[],0,1 star,0.3913460969924927
1103,Banco Davivienda,@davivienda,2021-12-16T13:52:05.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@CNOGUERA20
Buenos días, evidenciamos que su novedad está siendo atendida por mensaje interno. Estamos atentos para ayudarle en caso de alguna inquietud adicional. Saludos.",,,,,[],https://twitter.com/Davivienda/status/1471478239650476035,"En respuesta a  @CNOGUERA20 Buenos días, evidenciamos que su novedad está siendo atendida por mensaje interno. Estamos atentos para ayudarle en caso de alguna inquietud adicional. Saludos.",[],,0,[],0,['@cnoguera20'],1,[],0,[],0,4 stars,0.5146030187606812
1104,Banco Davivienda,@davivienda,2021-12-16T19:29:49.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@noslenshoesk
Buenas tardes, Sr. Nelson. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Saludos.",,,,,[],https://twitter.com/Davivienda/status/1471563232435445769,"En respuesta a  @noslenshoesk Buenas tardes, Sr. Nelson. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Saludos.",[],,0,[],0,['@noslenshoesk'],1,[],0,[],0,5 stars,0.36728760600090027
1105,Banco Davivienda,@davivienda,2021-12-16T12:35:07.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@Lalita_Giraldo
Buenos días. Por favor escribanos por mensaje privado para validar su caso. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1471458870446989312,En respuesta a  @Lalita_Giraldo Buenos días. Por favor escribanos por mensaje privado para validar su caso. Quedamos atentos.,[],,0,[],0,['@lalita_giraldo'],1,[],0,[],0,5 stars,0.40959233045578003
1106,Banco Davivienda,@davivienda,2021-12-16T03:32:18.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@AmazoPau
Buenas noches, Sra. Paula. Trabajamos continuamente para mejorar su experiencia. Para nosotros es importante brindar acompañamiento a su caso por favor contáctenos por mensaje privado para que le podamos ayudar. Quedamos atentos.
1",,1.0,,,[],https://twitter.com/Davivienda/status/1471322265014845440,"En respuesta a  @AmazoPau Buenas noches, Sra. Paula. Trabajamos continuamente para mejorar su experiencia. Para nosotros es importante brindar acompañamiento a su caso por favor contáctenos por mensaje privado para que le podamos ayudar. Quedamos atentos. ",[],,0,[],0,['@amazopau'],1,[],0,[],0,4 stars,0.48382604122161865
1107,Banco Davivienda,@davivienda,2021-12-16T14:02:49.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@AleMercado4
Buenos días. De antemano, ofrecemos disculpas por las molestias ocasionadas. Para ayudarle con su solicitud, por favor amplíenos la información de su caso por mensaje privado. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1471480939729469442,"En respuesta a  @AleMercado4 Buenos días. De antemano, ofrecemos disculpas por las molestias ocasionadas. Para ayudarle con su solicitud, por favor amplíenos la información de su caso por mensaje privado. Quedamos atentos.",[],,0,[],0,['@alemercado4'],1,[],0,[],0,4 stars,0.4383595883846283
1108,Banco Davivienda,@davivienda,2021-12-16T21:33:38.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@AminDiazMorales
Buenas tardes, Sr. Eddy. Trabajamos continuamente para mejorar su experiencia. Le pedimos detallar su caso por mensaje privado para que le podamos ayudar. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1471594390795665410,"En respuesta a  @AminDiazMorales Buenas tardes, Sr. Eddy. Trabajamos continuamente para mejorar su experiencia. Le pedimos detallar su caso por mensaje privado para que le podamos ayudar. Quedamos atentos.",[],,0,[],0,['@amindiazmorales'],1,[],0,[],0,4 stars,0.45543134212493896
1109,Banco Davivienda,@davivienda,2021-12-16T22:05:05.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@pepalf
Buenas tardes. Evidenciamos que su novedad esta siendo atendida por mensaje interno. Estamos atentos para ayudarle en caso de alguna inquietud adicional. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1471602304793001985,En respuesta a  @pepalf Buenas tardes. Evidenciamos que su novedad esta siendo atendida por mensaje interno. Estamos atentos para ayudarle en caso de alguna inquietud adicional. Quedamos atentos.,[],,0,[],0,['@pepalf'],1,[],0,[],0,4 stars,0.5455267429351807
1110,Banco Davivienda,@davivienda,2021-12-16T22:50:36.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@SoyLinaPorDios
Buenas tardes, Sra. Lina. Para revisar su caso por favor envíenos su nombre y número de documento, únicamente por mensaje privado. Es importante que nos confirme los datos para agilizar su solicitud. Feliz tarde.
1",,1.0,,,[],https://twitter.com/Davivienda/status/1471613761043648513,"En respuesta a  @SoyLinaPorDios Buenas tardes, Sra. Lina. Para revisar su caso por favor envíenos su nombre y número de documento, únicamente por mensaje privado. Es importante que nos confirme los datos para agilizar su solicitud. Feliz tarde. ",[],,0,[],0,['@soylinapordios'],1,[],0,[],0,4 stars,0.23637154698371887
1111,Banco Davivienda,@davivienda,2021-12-16T14:10:56.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@Karlaarcila
Buenos días, Sra. Karla. Lamentamos este tipo de inconvenientes. Por favor escribanos por mensaje privado para validar su caso. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1471482982699393025,"En respuesta a  @Karlaarcila Buenos días, Sra. Karla. Lamentamos este tipo de inconvenientes. Por favor escribanos por mensaje privado para validar su caso. Quedamos atentos.",[],,0,[],0,['@karlaarcila'],1,[],0,[],0,1 star,0.39572882652282715
1112,Banco Davivienda,@davivienda,2021-12-16T21:13:28.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@eddwinzz
Buenas tardes. De antemano, ofrecemos disculpas por las molestias ocasionadas. Para ayudarle con su solicitud, por favor amplíenos la información de su caso por mensaje privado. Quedamos atentos.
1",,1.0,,,[],https://twitter.com/Davivienda/status/1471589314626666496,"En respuesta a  @eddwinzz Buenas tardes. De antemano, ofrecemos disculpas por las molestias ocasionadas. Para ayudarle con su solicitud, por favor amplíenos la información de su caso por mensaje privado. Quedamos atentos. ",[],,0,[],0,['@eddwinzz'],1,[],0,[],0,4 stars,0.4724256992340088
1113,Banco Davivienda,@davivienda,2021-12-16T20:43:14.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@CNOGUERA20
Hola Carlos . Evidenciamos que su requerimiento fue atendido por mensaje privado, en donde se brindo asistencia a el caso reportado. Estaremos disponibles por este canal, en caso de alguna duda y consulta adicional. Le deseamos una excelente tarde.
1",,1.0,,,[],https://twitter.com/Davivienda/status/1471581708268888064,"En respuesta a  @CNOGUERA20 Hola Carlos . Evidenciamos que su requerimiento fue atendido por mensaje privado, en donde se brindo asistencia a el caso reportado. Estaremos disponibles por este canal, en caso de alguna duda y consulta adicional. Le deseamos una excelente tarde. ",[],,0,[],0,['@cnoguera20'],1,[],0,[],0,5 stars,0.4792613983154297
1114,Banco Davivienda,@davivienda,2021-12-16T18:34:08.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@Sago2022
Hola Santiago. Nuestros canales virtuales están funcionando con normalidad. Queremos conocer a detalle lo ocurrido, por favor amplíenos los detalles de su caso y confírmenos sus datos por mensaje interno, para brindar pronta asistencia. Le hablo, Laura A. 
2",,2.0,,,[],https://twitter.com/Davivienda/status/1471549217948663808,"En respuesta a  @Sago2022 Hola Santiago. Nuestros canales virtuales están funcionando con normalidad. Queremos conocer a detalle lo ocurrido, por favor amplíenos los detalles de su caso y confírmenos sus datos por mensaje interno, para brindar pronta asistencia. Le hablo, Laura A.  ",[],,0,[],0,['@sago2022'],1,[],0,[],0,1 star,0.27388980984687805
1115,Banco Davivienda,@davivienda,2021-12-16T02:52:03.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@nixonperezm
Buenas noches, Sr. Nixon. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos.
1",,1.0,,,[],https://twitter.com/Davivienda/status/1471312136223612928,"En respuesta a  @nixonperezm Buenas noches, Sr. Nixon. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. ",[],,0,[],0,['@nixonperezm'],1,[],0,[],0,5 stars,0.3457470238208771
1116,Banco Davivienda,@davivienda,2021-12-16T21:25:33.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@Sago2022
Buenas tardes, Sr. Santiago. Nos encontramos atentos a su consulta a través de mensaje privado y con gusto le ayudaremos con su solicitud.
1",,1.0,,,[],https://twitter.com/Davivienda/status/1471592357942333441,"En respuesta a  @Sago2022 Buenas tardes, Sr. Santiago. Nos encontramos atentos a su consulta a través de mensaje privado y con gusto le ayudaremos con su solicitud. ",[],,0,[],0,['@sago2022'],1,[],0,[],0,5 stars,0.4653266370296478
1117,Banco Davivienda,@davivienda,2021-12-16T19:39:45.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@Sago2022
Sr. Santiago, seguimos atentos a su mensaje privado para poder ayudarle.
2",,2.0,,,[],https://twitter.com/Davivienda/status/1471565730453676033,"En respuesta a  @Sago2022 Sr. Santiago, seguimos atentos a su mensaje privado para poder ayudarle. ",[],,0,[],0,['@sago2022'],1,[],0,[],0,5 stars,0.4005632996559143
1118,Banco Davivienda,@davivienda,2021-12-16T14:28:56.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@sergiogomezf
Buenos días, Sr. Sergio. Para brindarle asistencia lo invitamos a contactarnos por mensaje privado. Quedamos atentos, feliz día.",,,,,[],https://twitter.com/Davivienda/status/1471487511981531140,"En respuesta a  @sergiogomezf Buenos días, Sr. Sergio. Para brindarle asistencia lo invitamos a contactarnos por mensaje privado. Quedamos atentos, feliz día.",[],,0,[],0,['@sergiogomezf'],1,[],0,[],0,5 stars,0.5439446568489075
1119,Banco Davivienda,@davivienda,2021-12-16T20:30:57.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@camilanocorre
Buenas tardes, Sra. Camila. Trabajamos continuamente para mejorar nuestra atención. Le pedimos detallar su caso a través de mensaje privado para que podamos brindar una mejor experiencia. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1471578618497093633,"En respuesta a  @camilanocorre Buenas tardes, Sra. Camila. Trabajamos continuamente para mejorar nuestra atención. Le pedimos detallar su caso a través de mensaje privado para que podamos brindar una mejor experiencia. Quedamos atentos.",[],,0,[],0,['@camilanocorre'],1,[],0,[],0,5 stars,0.45996037125587463
1120,Banco Davivienda,@davivienda,2021-12-16T18:34:54.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@n_lemus
Buenas tardes, Sra. Nancy. Para revisar su caso por favor envíenos su nombre y número de documento, únicamente por mensaje privado. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1471549412098805761,"En respuesta a  @n_lemus Buenas tardes, Sra. Nancy. Para revisar su caso por favor envíenos su nombre y número de documento, únicamente por mensaje privado. Quedamos atentos.",[],,0,[],0,['@n_lemus'],1,[],0,[],0,1 star,0.3107472062110901
1121,Banco Davivienda,@davivienda,2021-12-16T16:23:11.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@rubiapsicologa
Buenos días. Nos gustaría conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Saludos.
1",,1.0,,,[],https://twitter.com/Davivienda/status/1471516262278709254,"En respuesta a  @rubiapsicologa Buenos días. Nos gustaría conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Saludos. ",[],,0,[],0,['@rubiapsicologa'],1,[],0,[],0,4 stars,0.49717581272125244
1122,Banco Davivienda,@davivienda,2021-12-16T01:05:10.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@Felipe200248
Buenas noches, Sr. Felipe. De antemano, ofrecemos disculpas por las molestias ocasionadas. Para ayudarle con su solicitud, por favor contáctenos por mensaje privado y con gusto lo validaremos. Quedamos atentos.
1",,1.0,,,[],https://twitter.com/Davivienda/status/1471285239301361667,"En respuesta a  @Felipe200248 Buenas noches, Sr. Felipe. De antemano, ofrecemos disculpas por las molestias ocasionadas. Para ayudarle con su solicitud, por favor contáctenos por mensaje privado y con gusto lo validaremos. Quedamos atentos. ",[],,0,[],0,['@felipe200248'],1,[],0,[],0,4 stars,0.41540077328681946
